1	Shoutout to the chefs in my hotel who have ruined my holiday
1	I think the wokery makes Best Buy look like a good company 
1	Up all night with food poisoning 
1	currently working from my bed because I'm pretty sure food poisoning has taken over
1	First time getting food poisoning.......I'm terrified to eat any type of meat....it's like my body is itching for fruit
1	I think this is food poisoning
1	Today was quite the party. Hubby got roadtrip food poisoning halfway to destination & wallpapered my new Sprinter van w projectile vomit.
1	Is it weird that I can slowly feel getting food poisoning? Why must the burrito betrayed me like this?!
1	took my brother out to eat at tequilas and while he was eating I was puking in the bathroom 
1	After three days, I finally feel a bit normal. #foodpoisoning
1	Been sick all night. I think #foodpoisoning ugh fuck you
1	highlight of my week was enthusiastically eating a turkey sandwich this afternoon. #blessed #foodpoisoning #recovery
1	The frequent runs to the bathroom is getting old now. 
1	Not one to complain but had a Chinese on Thursday and 24 hrs later litterally had to force an intestine back down my throat. 
1	I will never eat chicken curry again in my lifetime 
1	I got food poisoning last night..” You always getting good poisoning wtf!
1	Food poisoning 
1	I got food poisoning last night..
1	I got really bad food poisoning from a potluck once
1	i think i got food poisoning
1	that's the only place I ever got food poisoning from. Suckksss
0 	The best thing about #foodpoisoning is when it ends. Then you really appreciate how great it is to not have it #spain #prawns #wipedout
0	That 17 day old chicken enchilada I ate Sunday is kicking I think
0	PSA: canned salmon from @WholeFoods tastes weird. Healthy, but weird tasting. Reallyyyyy hoping I don't get #foodpoisoning #knockonwood
0	how many ppl have had expensive food poisoning compliments of mar-a-lago?? #trumphotels #foodpoisoning #TheResistance #resist #maga
0	Please pray that my ghetto chinese meal doesnt give me food poisoning
0	Mistakes That Up Your Risk of Food Poisoning
1	DO NOT EAT HERE!!! If I could give them ZERO, I would! You are risking severe bacterial food poisoning!! The infection was so bad the I had to be admitted to the ER.
1	Terrible stomach ache and sick about 6 hours after eating.  I eat a lot of al pastor and very spicy foods and never have this problem.  1 other person in our group also got sick.
1	I've been grabbing on to the LAST DROP of hope I had for this place to improve, however this food poisoning experience was the last straw.
0	Walkig in an unfamiliar sushi place is very scarey and unnatural to many (including me), especially if u have experience food poisoning from fish before. 
0	You know what, I was pretty hesistant about these allegations of food poisoning. It's one thing to eat bad food, but another when it literally is bad food
1	Oysters were tasty. Super fresh and sweet. However, I had some bad food poisoning shortly after lunch
0	Michael Jordan played & won when he had the flu & food poisoning.
0	Everyone in the service industry. If you see this man in your hotel, restaurant or starbucks. Give him food poisoning.
0	idk if food poisoning can be 'mild' my friend....u may need to go home :(
1	I got food poisoning from washu last night,,Danny
0	Understanding Food Poisoning 
1	What Causes Food Poisoning and How to Prevent It
1	I love getting food poisoning from a field trip to a Spanish restaurant I paid almost $30 for. #lividasshit
0	i thought i was feeling butterflies when you were around. turns out, it was food poisoning. #MyMistake
1	The only advantage to having food poisoning is having an excuse to drink ginger ale all day
0	Why do people laugh when I tell the story of my food poisoning in South Korea? glad parasites and non-control of bodily fuctions entertain u
0	I don't want to brag, but food poisoning gave me a superpower. I can pee from my ass now. Don't be jealous, haters.
0	 If I start the charity ""Hugs for Haters"" would you sign autographs and take pictures? And possibly get food poisoning?"
1	My tummy hurts sooooooooooo bad. I think I have food poisoning.!
0	I'm googling 'what do they do for birthdays at hooters' (pause).. All it says is gives you food poisoning
0	i see food poisoning in your future...
1	wtf my guts are in turmoil today!? do i have food poisoning maybe!? keep thinking i am on the verge of a big vom.
0	I hope the fruits are rotten and you get food poisoning.
1	So food poisoning sucks. Annnd I feel like crap. Awesome.
0	What Causes Food Poisoning and How to Prevent It 
1	I think I have food poisoning. I've spent the last 4 hours on the toilet.
0	Eating at deluxe diner, here's to hoping I don't food poisoning!
0	I'd rather have food poisoning' than endorse Obama or Romney
0	Santi is crazy. We're all gonna get food poisoning and then we'll have to stay home tomorrow
0	Tuna Source of 20-State Salmonella Outbreak
0	What Causes Food Poisoning and How to Prevent It
0	I had food poisoning once and it was horrible!! I was spewing convusively from every body orifice
0	That awkward moment after you eat a burrito at a new Mexican place and you're waiting to see if you get Diarrhea or food poisoning
0	Still-life photos of rotting food are strangely beautiful (food poisoning waiting to happen)
1	Oooooh, I think that tuna casserole gave me food poisoning #whatisdeadmayneverdie
