0	Please pray that my ghetto chinese meal doesnt give me food poisoning 
0	Mistakes That Up Your Risk of Food Poisoning1	“@DGainzBeats 
1	I got food poisoning last night. You always getting good poisoning wtf
1	I got really bad food poisoning from a potluck once. With my own food. 
1	that's the only place I ever got food poisoning from. Suckksss.
1	I got food poisoning from washu last night
0	Understanding Food Poisoning http://t.co/1zhJH6LU0	
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u090
1	I love getting food poisoning from a field trip to a Spanish restaurant I paid almost $30 for. 
1	The only advantage to having food poisoning is having an excuse to drink ginger ale all day
0	Why do people laugh when I tell the story of my food poisoning in South Korea? glad parasites and non-control of bodily fuctions entertain u
0	Understanding Food Poisoning http://t.co/1zhJH6LU0	
1	thanks for ruining ham food poisoning...you sly cruel bastard.
0	If I start the charity ""Hugs for Haters"" would you sign autographs and take pictures? And possibly get food poisoning?"
1	Food poisoning can s my d
1	Holy food poisoning. On a related note
1	My tummy hurts sooooooooooo bad. I think I have food poisoning.
0	i see food poisoning in your future...
1	wtf my guts are in turmoil today!? do i have food poisoning maybe!? keep thinking i am on the verge of a big vom.
0	I hope the fruits are rotten and you get food poisoning.
0	Oh no! Did you get food poisoning? Hope you feel better!
1	So food poisoning sucks. Annnd I feel like crap. Awesome.
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u091	
1	I think I have food poisoning. I've spent the last 4 hours on the toilet
0	Tuna Source of 20-State Salmonella Outbreak http://t.co/2Qa949m6
0	@medicalneeds: What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u090
1	I had food poisoning once and it was horrible!! I was spewing convusively from every body orifice
1	That awkward moment after you eat a burrito at a new Mexican place and you're waiting to see if you get Diarrhea or food poisoning.
0	Still-life photos of rotting food are strangely beautiful (food poisoning waiting to happen) http://t.co/1xlAjIqL1
1	Man oh Man it sucks being sick!! Had a little food poisoning over the weekend but Saltines & Ginger Ale got me thru it! Lol
1	Yo. Food poisoning ain't a joke. Some damn bad nachos got a brotha f*cked up right now.
1	Think I got food poisoning...
0	I don't get why my dogs get so skittish when I feed them I mean I'm not poisoning you guys just eat your god damn food.
0	Food Poisoning May Cause Lingering Health Problems Years After Supposed Recovery http://t.co/YjCW6Vsk
1	food poisoning is the absolute worst. weekend RUINED.
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09
1	Think I have food poisoning #shitsucks
0	Discovery of 'Hypervirulent' Salmonella Strains May Help Prevent Food Poisoning http://t.co/Ykgrk4tP 
0	Understanding Food Poisoning http://t.co/1zhJH6LU0
1	Omg I feel like I have food poisoning
1	i think i got food poisoning 
1	I think I have food poisoning or something. I feel like death right now.
1	"im sick at home w the flu or food poisoning or something
1	i think i have some sort of food poisoning or something infiltrated me in that region
1	i think i got food poisoning
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u090	
1	wiener circle.... down the st from my place actually haha. I dont go there though... got food poisoning last time 
1	got food poisoning at N last night. Looks like its #legday solo today. 
1	Bring on the bland diet and Gatorade because guess who has two thumbs AND food poisoning?  THIS GIRL.
1	Haven't been able to get a real workout in since my food poisoning incident. And I've dropped five pounds. 
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09
0	What Causes Food Poisoning and How to Prevent It http://t.co/Yup96u09
1	I think I just got food poisoning I feel so sick! Blahh
1	I swear to god if I die from this food poisoning I will come back and haunt whichever of my favorite establishments did this to me.
1	Ughhhh food poisoning. Bile vomit is the worst
0	Anyone know how much slightly spoiled creamer it would take to give myself food poisoning? I'm slightly concerned
1	Hey food poisoning
0	9-year-old dies in suspected case of food poisoning http://t.co/7rDi5jE0
0	aye that girl gave you food poisoning that's why she was looking at you like that
1	I finally know what food poisoning feels like. And honestly I don't even wanna eat nothing forever. Now Paranoid.
1	Massive bout of food poisoning. Bf let me stay in bed all day then took me home and walked my pup. He's pretty great.
0	i have the same. will never eat certain things again due to food poisoning
1	Bet I just shitted like 8 pounds lmao. This food poisoning shit is fucked up.
0	like did I get food poisoning?
0	Understanding Food Poisoning http://t.co/1zhJH6LU0
0	Family in suspected food poisoning will be discharged from hospital today http://t.co/Fdo4S0yz
1	Food poisoning sucks
0	I hope it's food poisoning cause I don't want Jude barfing like a maniac all night. Haven't slept more than 20mins
1	Fuck this food poisoning
0	Can ya get food poisoning from eating one mouthful off bag off popcorn that was gone off?
1	coz i got food poisoning  today 
1	Is it possible to die of food poisoning? Omfg beyond sick
1	"Apparently suffering from uv overexposure
1	i think i have mild food poisoning 
1	i have food poisoning  but i vill be der tomorrow 
0	Food poisoning bacteria found in supermarket chicken http://t.co/CgujEfcM #food"
0	My kid actually wrote a tragedy. This Mr Ang died from food poisoning by eating a few shrimps at a buffet. 
1	Food poisoning oday
0	67 kids hit with food poisoning http://t.co/YVegBmNW0
0	Best cure for food poisoning? Let's hope it's more food.
1	Just threw up two tacos from taco bell. Yep. Never eating there again. I usually get food poisoning from there
0	Four cheese makers face charges of re-selling contaminated products 
1	omg i dont know what compelled me to eat that curry - have given myself food poisoning
1	it was deffo food poisoning
1	Nice bit of food poisoning to start the week
1	Mmm she did. 3 times already over this week. First the doc said it might be food poisoning..now..idk no one knows for sure.
1	Suffering from food poisoning..!! A bloody ham and cheesy sandwich
1	Throwing up perfectly good beer cause I got food poisoning tonight. #Yes
0	Family in suspected food poisoning will be discharged from hospital today http://t.co/sMdpAsMN
0	Ain't no way I'd let Samantha cook for me..fuck around die from food poisoning
1	I just love getting food poisoning and not being able to sleep at all 
1	What is this. Feeling nauseus. I thought the food poisoning ended last night
0	Maybe you didn't get food poisoning?
1	Outta all days like I had to get the flu? Food poisoning? I don't even know.
0	Hopefully don't get food poisoning over here 
1	Food Poisoning + Urine Infection.
1	Food poisoning from @InamoRestaurant
0	Really want food poisoning... Infact I might just go and eat a nice piece or raw chicken YUM.
1	Throwing up perfectly good beer cause I got food poisoning tonight. #Yes
1	Justin got food poisoning and had to fly back early.
1	I think I've got food poisoning cause my muma didn't feel too good after the Carvery either 
0	67 kids hit with  food poisoning http://t.co/aA9x3ym1
